	0	1	2	3
110	990987525115150336	KANYE WEST	2018-04-30 16:13:32	we got love https://t.co/uTJpW9ddkX
111	990979240421085184	KANYE WEST	2018-04-30 15:40:37	we got love https://t.co/MQETaIchBf
112	990819984749162496	KANYE WEST	2018-04-30 05:07:47	https://t.co/JAw0pMKGqb
113	990786763021955073	KANYE WEST	2018-04-30 02:55:46	https://t.co/R1BecN4mMf
114	990734224670867456	KANYE WEST	2018-04-29 23:27:00	I'm at Sci-arc and just learned about desalination   Looking at a project by Ashley Morgan Hastings   But I can't t… https://t.co/jXpDbJj9GE
115	990699431774244864	KANYE WEST	2018-04-29 21:08:45	There's a silent majority of people that have been silenced for too long
116	990698030939582464	KANYE WEST	2018-04-29 21:03:11	we're being starved and anyone who starts asking unpopular questions gets demonized. Only free thinkers can change the world
117	990697283174858752	KANYE WEST	2018-04-29 21:00:13	we’re in this so-called information age but we're starving for wisdom
118	990696647226146816	KANYE WEST	2018-04-29 20:57:41	we're dying to be ourselves
119	990695668174831616	KANYE WEST	2018-04-29 20:53:48	Or we’re dying because we've lost our inner child
120	990695427262500865	KANYE WEST	2018-04-29 20:52:50	or at least we're dying to be kids
121	990695360086532096	KANYE WEST	2018-04-29 20:52:34	We’re all kids
122	990695290301657090	KANYE WEST	2018-04-29 20:52:18	What would you do today if you are not afraid of the consequences of failure?
123	990695088685703169	KANYE WEST	2018-04-29 20:51:30	what makes kids so important to learn from psychologically is that they are not afraid to fail
124	990694237917233152	KANYE WEST	2018-04-29 20:48:07	Art is the escape hatch from oppression
125	990693938930401280	KANYE WEST	2018-04-29 20:46:55	Art is the threat to authority
126	990687143218462720	KANYE WEST	2018-04-29 20:19:55	energy is contagious
127	990611593699385344	KANYE WEST	2018-04-29 15:19:43	We can shape our future. I'm an optimist at my core. I know there will be harmony
128	990471537886019584	KANYE WEST	2018-04-29 06:03:11	Remove worry
129	990464301386293248	KANYE WEST	2018-04-29 05:34:26	Happy birthday Trav https://t.co/Jdo82LtW7a
130	990405067676135425	KANYE WEST	2018-04-29 01:39:03	https://t.co/szDOyewQLK    I'm posting this but not as a diss to J Cole. I love J Cole. I also love where Purp took his flow
131	990402139762573313	KANYE WEST	2018-04-29 01:27:25	inspired by Emma https://t.co/TiZMthLK92
132	990397560878645248	KANYE WEST	2018-04-29 01:09:13	my hero  Emma Gonzalez https://t.co/aSdFmraenU
133	990387301363535872	KANYE WEST	2018-04-29 00:28:27	Mood board https://t.co/huJXClpqtq
134	990343854200008704	KANYE WEST	2018-04-28 21:35:49	f the world changed to love the world 🗺 https://t.co/BtqdEghrLf
135	990336500058406912	KANYE WEST	2018-04-28 21:06:35	today is the best day ever and tomorrow's going to be even better
136	990330333798150144	KANYE WEST	2018-04-28 20:42:05	ye vs the people @  https://t.co/shjFIROujA https://t.co/8f8WZpO8WH
137	990322711422423040	KANYE WEST	2018-04-28 20:11:48	Trust your feelings. Stop thinking so much
138	990303291706785792	KANYE WEST	2018-04-28 18:54:38	lift yourself https://t.co/ggVztSeZeO
139	990278445992108032	KANYE WEST	2018-04-28 17:15:54	I've got a new challenge for everyone today. Pick somebody that you had an argument with that you think you hate ma… https://t.co/iIBFga66W3
140	990270145611251712	KANYE WEST	2018-04-28 16:42:55	https://t.co/qkvKK6A3Mm
141	990263790368256000	KANYE WEST	2018-04-28 16:17:40	https://t.co/QY2v1OgblE
142	990094756985253888	KANYE WEST	2018-04-28 05:05:59	Lead with love https://t.co/tj2a9LFYKZ
143	990082591540756480	KANYE WEST	2018-04-28 04:17:39	We got love. Agree to disagree https://t.co/kaTcPYH0zL
144	990024126860423168	KANYE WEST	2018-04-28 00:25:20	Lift Yourself  https://t.co/shjFIROujA
145	989916597195173888	KANYE WEST	2018-04-27 17:18:03	I'm going to drop a song with a verse that will bring Ebro the closure he's been seeking The bars 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/QucTixF8g6
146	989897228511670272	KANYE WEST	2018-04-27 16:01:05	I haven't done enough research on conservatives to call myself or be called one. I'm just refusing to be enslaved by monolithic thought.
147	989696422374129664	KANYE WEST	2018-04-27 02:43:09	https://t.co/CBfSpDahCP
148	989696401662656512	KANYE WEST	2018-04-27 02:43:04	https://t.co/ayEL4Fkftq
149	989696382389837826	KANYE WEST	2018-04-27 02:42:59	https://t.co/7PlBuFVc6G
150	989696353952387072	KANYE WEST	2018-04-27 02:42:53	https://t.co/Sd8YC2ZAcf
151	989696329612804096	KANYE WEST	2018-04-27 02:42:47	https://t.co/ZxLgpv8s19
152	989696303243214849	KANYE WEST	2018-04-27 02:42:41	https://t.co/5CE8Nmo7z9
153	989696244942450689	KANYE WEST	2018-04-27 02:42:27	https://t.co/86zXN9v580
154	989696222033260544	KANYE WEST	2018-04-27 02:42:21	https://t.co/BmbKLap9cy
155	989696191658049537	KANYE WEST	2018-04-27 02:42:14	https://t.co/rfoaaN0mmT
156	989696127237734400	KANYE WEST	2018-04-27 02:41:59	https://t.co/YIAyJvwtfx
157	989696092060073984	KANYE WEST	2018-04-27 02:41:50	https://t.co/tkJn2NvHSj
158	989696059352858625	KANYE WEST	2018-04-27 02:41:42	https://t.co/wQJo53QO4G
159	989696034698739712	KANYE WEST	2018-04-27 02:41:36	https://t.co/Szs0DASi52
160	989683459399471104	KANYE WEST	2018-04-27 01:51:38	https://t.co/X7glcr2ois
161	989644613559369729	KANYE WEST	2018-04-26 23:17:17	Artist transform tragedy into beauty
162	989627142014025729	KANYE WEST	2018-04-26 22:07:51	spread love. Put more love into the universe.
163	989571974018973697	KANYE WEST	2018-04-26 18:28:38	we are more worried about what we can lose than what we feel
164	989571189713518594	KANYE WEST	2018-04-26 18:25:31	it's really cool to say I hate you. But it's not cool to say I love you. Love has a stigma
165	989562129496731648	KANYE WEST	2018-04-26 17:49:31	Instead of doing what you feel you just do what other people think you should do
166	989562041324089344	KANYE WEST	2018-04-26 17:49:10	Your conscience should allow a physical manifestation of your subconscious but right now most peoples conscious is… https://t.co/MpCqvUdK9E
167	989560391305854976	KANYE WEST	2018-04-26 17:42:37	https://t.co/4G1jCIMtbM
168	989560355562049536	KANYE WEST	2018-04-26 17:42:28	https://t.co/OfOiRcAKYu
169	989560331260198913	KANYE WEST	2018-04-26 17:42:22	https://t.co/I8XYjhwh3n
170	989560300729847808	KANYE WEST	2018-04-26 17:42:15	https://t.co/O7eZVaHZUH
171	989560274154749952	KANYE WEST	2018-04-26 17:42:09	https://t.co/iiBRibK2iV
172	989560241183338496	KANYE WEST	2018-04-26 17:42:01	https://t.co/iuubn9O1yI
173	989560201391964161	KANYE WEST	2018-04-26 17:41:51	https://t.co/G515Z1JywY
174	989560168856760320	KANYE WEST	2018-04-26 17:41:44	https://t.co/IKjKbeBTul
175	989560132781596672	KANYE WEST	2018-04-26 17:41:35	https://t.co/v13ATNczjT
176	989560102024695808	KANYE WEST	2018-04-26 17:41:28	https://t.co/hxavRIJ3oX
177	989556813849739264	KANYE WEST	2018-04-26 17:28:24	try telling people you love them it actually feels weird at first. We're really good at hating each other. We have… https://t.co/bqNmzbhH1o
178	989555920186228736	KANYE WEST	2018-04-26 17:24:51	the concept of loving people has a stigma
179	989554923074240512	KANYE WEST	2018-04-26 17:20:53	my friend said he texted all his friends this morning and said I love you
180	989554444990738432	KANYE WEST	2018-04-26 17:18:59	John Legend new single on line now 😂
181	989554372043460608	KANYE WEST	2018-04-26 17:18:41	This is year one. We can't ad empathy to MAGA by hating. We can only ad empathy with love and time and truly hearing all sides
182	989554344457453568	KANYE WEST	2018-04-26 17:18:35	I really appreciate this dialogue with John Legend because I'm actually very empathetic. Im still the kid from the… https://t.co/ybUZfYAFBR
183	989551205780107264	KANYE WEST	2018-04-26 17:06:07	https://t.co/zxcloMEj9I
184	989549960436699136	KANYE WEST	2018-04-26 17:01:10	if you feel something don't let peer pressure manipulate you
185	989548514186178560	KANYE WEST	2018-04-26 16:55:25	I tweeted the John text to show that there are people around me that disagree with me and voice their opinion. I re… https://t.co/TRiNcu5i3f
186	989541974070837248	KANYE WEST	2018-04-26 16:29:26	https://t.co/L9a7OeywJ6
187	989533251059437569	KANYE WEST	2018-04-26 15:54:46	People usually don't agree with people who don't agree with them
188	989527826792464385	KANYE WEST	2018-04-26 15:33:13	https://t.co/D4AqbseBRp
189	989526297758978048	KANYE WEST	2018-04-26 15:27:08	The world is our family
190	989525041669787649	KANYE WEST	2018-04-26 15:22:09	just think of someone you hate and try saying even to yourself that you love that person.
191	989524525241982980	KANYE WEST	2018-04-26 15:20:05	Though hate is a similar emotion to love. Hate is not the answer.  Love is.
192	989281218653966336	KANYE WEST	2018-04-25 23:13:17	that's the last tweet of the day. I did that one for my god-brother Puff.  Now ima go watch the Cavs.
193	989279529196638208	KANYE WEST	2018-04-25 23:06:34	159 employees to go https://t.co/a0KEeWMLtt
194	989279164464119809	KANYE WEST	2018-04-25 23:05:07	https://t.co/tB8SlAjIfV
195	989275379889094658	KANYE WEST	2018-04-25 22:50:05	2 of my favorite people
196	989275262490624000	KANYE WEST	2018-04-25 22:49:37	caption this photo https://t.co/XjesMH9LMd
197	989275016008163329	KANYE WEST	2018-04-25 22:48:38	can't wait to meet https://t.co/i7ixzuFpZC
198	989272340432240641	KANYE WEST	2018-04-25 22:38:00	Obama was in office for eight years and nothing in Chicago changed.
199	989272266377609216	KANYE WEST	2018-04-25 22:37:42	Claudio will be awesome when me and Chance build new homes in Chicago
200	989269268708511745	KANYE WEST	2018-04-25 22:25:48	Claudio Silverstein is a free thinker
201	989268601851920384	KANYE WEST	2018-04-25 22:23:09	Love is the most powerful force in the universe
202	989268464392011776	KANYE WEST	2018-04-25 22:22:36	let's move in love not fear
203	989267539464044544	KANYE WEST	2018-04-25 22:18:55	https://t.co/WMufnBTw8q
204	989260457247567872	KANYE WEST	2018-04-25 21:50:47	https://t.co/qjjqHjTpNN
205	989260322044182528	KANYE WEST	2018-04-25 21:50:15	me hero https://t.co/IGdq4hInRz
206	989257175322144768	KANYE WEST	2018-04-25 21:37:44	And any fan of me wants Ye to be Ye even when they don't agree because I represent the fact that they can be themse… https://t.co/uxw3cXH2GU
207	989257137531506688	KANYE WEST	2018-04-25 21:37:35	"whenever someone mentions the word ""fan"" to me it's super manipulative. It's like ""don't do or say this because of… https://t.co/89qWyRvoGh"
208	989246183896858624	KANYE WEST	2018-04-25 20:54:04	I want to see a tour with Nikki Minaj and Cardi B
209	989244800409862144	KANYE WEST	2018-04-25 20:48:34	I'd like to meet with Tim Cook. I got some ideas
210	989244472629186560	KANYE WEST	2018-04-25 20:47:16	I feel calm but energized https://t.co/kMmtoUU7Ty
211	989241138107236352	KANYE WEST	2018-04-25 20:34:01	need Hype Williams for Nas movie
212	989239728858787840	KANYE WEST	2018-04-25 20:28:25	https://t.co/DXh6H4qkKR
213	989238679058038784	KANYE WEST	2018-04-25 20:24:14	I'm sitting with Lucian discussing the future of the music industry. Lets bring in David Joseph and Frank Bridgman and Olivier Nusse.
214	989238637765083136	KANYE WEST	2018-04-25 20:24:05	I'd like Scooter Braun to be a part of this new platform we're creating. Scooter is a genius.  He's more than a man… https://t.co/9DYEiMwxcy
215	989232654707912704	KANYE WEST	2018-04-25 20:00:18	https://t.co/YyUw0mCKov
216	989228791976284160	KANYE WEST	2018-04-25 19:44:57	https://t.co/KzyHlDaywt
217	989227852162785280	KANYE WEST	2018-04-25 19:41:13	I'm so happy to hear that Peter Thiel would like to take a meeting. I feel very optimistic about the future.
218	989227154993963009	KANYE WEST	2018-04-25 19:38:27	my MAGA hat is signed 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/DrDHJybS8V
219	989222392630202368	KANYE WEST	2018-04-25 19:19:31	we got love https://t.co/Edk0WGscp6
220	989217091541549056	KANYE WEST	2018-04-25 18:58:28	I need to meet with Larry from google
221	989215788211949568	KANYE WEST	2018-04-25 18:53:17	Google supports YEEZY in ending violence in Chicago to start with
222	989214823320727552	KANYE WEST	2018-04-25 18:49:27	we'd be a strategic investor. Not just a VC
223	989211363166711808	KANYE WEST	2018-04-25 18:35:42	I'm 40 years old and I'm just now becoming my parents child.
224	989197113648037888	KANYE WEST	2018-04-25 17:39:04	I’m nice at ping pong
225	989193123065561089	KANYE WEST	2018-04-25 17:23:13	Kids See Ghost short film will be shot by Dexter Navy
226	989192498307219456	KANYE WEST	2018-04-25 17:20:44	my wife just called me and she wanted me to make this clear to everyone. I don't agree with everything Trump does.… https://t.co/CuUkTnXRYG
227	989189213202477057	KANYE WEST	2018-04-25 17:07:41	Yeezy VC invests in and develops food clothing shelter and communications
228	989184954310410240	KANYE WEST	2018-04-25 16:50:45	burn that excel spread sheet 🔥😂
229	989184815340535808	KANYE WEST	2018-04-25 16:50:12	decentralize
230	989184405187973120	KANYE WEST	2018-04-25 16:48:35	fear takes strategy   Unlearn linear thinking   Hit you with these zig zag thoughts
231	989181787485028353	KANYE WEST	2018-04-25 16:38:10	no race religion region or political party can argue with the power of love
232	989181710787989504	KANYE WEST	2018-04-25 16:37:52	When my daughter acts out she actually says afterwards I just want to hear you say I love you more.
233	989181692614098944	KANYE WEST	2018-04-25 16:37:48	"I said express love more because we have love but we don't express it.  My friend Tmills will always say ""I love yo… https://t.co/tgFiUU8ptA"
234	989181401223249921	KANYE WEST	2018-04-25 16:36:38	with love I am invincible. Truth is subjective but love is the most powerful force in the world and the world needs to express more of it.
235	989180231930925056	KANYE WEST	2018-04-25 16:32:00	And also I'm all the way out the sunken place. And I'm not scared anymore. I'm not scared of the media. I'm not sca… https://t.co/myRrSGkQL6
236	989180180659777536	KANYE WEST	2018-04-25 16:31:47	I love when people have their own ideas. You don't have to be allowed anymore. Just be. Love who you want to love… https://t.co/g8brHi6tkX
237	989179949851463681	KANYE WEST	2018-04-25 16:30:52	If your friend jumps off the bridge you don't have to do the same. Ye being Ye is a fight for you to be you. For pe… https://t.co/jEtRk4Z9sC
238	989179757651574784	KANYE WEST	2018-04-25 16:30:06	You don't have to agree with trump but the mob can't make me not love him. We are both dragon energy. He is my brot… https://t.co/jy5FzoNYwg
239	989177694309859328	KANYE WEST	2018-04-25 16:21:55	Free thinkers don't fear retaliation for your thoughts.  The traditional thinkers are only using thoughts and words… https://t.co/ShRW1lE3sA
240	989173553852366849	KANYE WEST	2018-04-25 16:05:27	Rocky we gotta release our songs ASAP
241	989171941998149637	KANYE WEST	2018-04-25 15:59:03	I'm turn the Grammys into the Yammys
